"","Symbol","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652879.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652880.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652881.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652882.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652883.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652884.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652885.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652886.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652887.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652888.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652889.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652890.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652891.tabular"
"284","1700027F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"285","1700027F09Rik",0,0,0,0,1,0,0,0,0,0,1,0,0
"286","1700027H10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"287","1700027I24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"288","1700027J07Rik",3,1,2,0,1,0,0,1,1,0,0,1,1
"289","1700028B04Rik",2.37125,2.88233,4.56905,3.61641,3.29986,3.91609,0,1.11089,0.0748911,5.8037,3.5555,6.27231,7.13451
"290","1700028D13Rik",0,5,3,2,1,0,1,1,3,2,2,1,5
"291","1700028E10Rik",11.60193,6,7.019603,11,13.31689,13.62823,4.44692,7.00312,7.85034,5.18612,2.58251,9.92906,6.63396
"292","1700028I16Rik",0,0,2.0000008156,0.999999534206,0.999999722818,1.000000299363,0,2.000000840156,0,0,0,0,0
"293","1700028J19Rik",6,13,13.03083,6,9,14.0373403618,7,5.02905,5,8,7,15.99996,11.01159264185
"294","1700028K03Rik",0.000190888,1,0.00230097,0,0.000468299,0,0,1.00015244,0,0,1,0,0.000823531
"295","1700028M03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"296","1700028N14Rik",0,0,0,1,0,1,0,0,0,0,0,0,0
"297","1700028P15Rik",0,3,0,0,0,0,3.0733,1,0,0,1,1,2
"298","1700029B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"299","1700029B24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"300","1700029E06Rik",1,1,1,2,2,0,1,4,3.16965,0,4,0,1
"301","1700029F12Rik",1,0,1,0,0,0,0,0,0,0,3,0,1
"302","1700029H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"303","1700029J03Rik",0,0,0,0,0,0,0,0,0,1,0,0,0
"304","1700029J07Rik",3,6,3,2,6,1.999996,5,5,1,1,6,6,5
"305","1700029K24Rik",19,23,24.9398,11,15,21,15,12,23,12,21,25,17
"306","1700029M03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"307","1700029M20Rik",0,1,0,0,0,0,0,0,0,0,0,0,0
"308","1700029N11Rik",2,0,1,0,1,1,0,0,0,0,0,0,0
"309","1700030A11Rik",35,9,12,17,12,9,26,39,7,13,27,10,50
"310","1700030C10Rik",95,86.2921,84,43.9431,80,66.8963,89,73,72.9803,81,57.7623,118.766,83.9427
"311","1700030C12Rik",0,0,1.03836,0,0,0,1,0,0,0,0,0,0
"312","1700030C14Rik",0,0,2.24892,0,0,0,1,0,0,0,1,0,0
"313","1700030E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"314","1700030F04Rik",0,0,1,0,0,0,0,0,0,0,0,0,0
"315","1700030I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"316","1700030J22Rik",18.00004,10,13,25,23.99997,23,10,15,8,36.99995,17.99996,11.999978,19.00002
"317","1700030K09Rik",16.8633,17.5629,22.49990120211,24.1473,20.5784,36.7458,10.0975,18.7022,30.167828,16.2386,10.2692,42.9279,35.4399
"318","1700030L20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"319","1700030L22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"320","1700030M09Rik",0,0,0,0,0,1,0,0,0,0,0,0,0
"321","1700030N03Rik",4.66712,5.99443,8.36805,4.99136,2.99233,9.89982,5.32947,8.72284,3.66647,3.665025,9.66528,8.0085,9.32786
"322","1700030N18Rik",0,1,0,0,0,0,0,0,0,0,0,2,1
"323","1700030O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"324","1700031A10Rik",1,1,0,1,0,0,0,0,0,0,0,0,0
"325","1700031C06Rik",3,3,7,6,0,4,5,4,4,1,7,7,10
"326","1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"327","1700031F10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"328","1700031L13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"329","1700031M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,1
"330","1700031P21Rik",1,7,4.2708,1.01533,12.7938,7.16404,2.03157,3,2.03873,3,10.4743,7.1414,7.07539
"331","1700034B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"332","1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"333","1700034G24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"334","1700034H15Rik",7.02586,42.94317,21.6346,19.77568,22.4257,21.5549,8.26126,26.540058,27.4927,47.7550774,50.1644,52.93479,53.64375
"335","1700034J04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"336","1700034J05Rik",0,0,0,0,0,0,0,0,0,0,0,1,0
"337","1700034K08Rik",0,0,0,0,0,0,0,0,1,0,1,0,2
"338","1700034P13Rik",33.85133,143.15524,50.484082,26.660036,21.8841,104.85431,50.12781,85.58617,93.81456,26.964824,53.9403,111.69661,62.77584
"339","1700036A12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"340","1700036G14Rik",0,1,0,0,2,0,0,0,0,0,0,0,0
"341","1700036O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"342","1700037C06Rik",0,0,0,1,0,0,0,0,0,0,0,0,0
"343","1700037C18Rik",51.67755,51.59751,43.40618,39.43722,43.75678,53.589414,50.56626,41.05263,38.57367,39.19386,22.69914,32.4624,56.74886
"344","1700037F03Rik",0,0,0,0,0,1,0,0,0,0,0,0,0
"345","1700037H04Rik",258.99955,302.99985,455.99987,324.99985,317.00047,317.00043,300.00039,233.00007,267.99987,210.99969,220.99989,258.00011,213.99999
"346","1700039E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"347","1700039I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"348","1700039M10Rik",1,0,0,0,0,0,0,0,0,0,0,0,0
"349","1700039M15Rik",0,0,0,0,0,0,0,0,0,1,0,0,0
"350","1700039O17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"351","1700040D17Rik",0,1,1,2,0,2,0,0,1,1,3,3,0
"352","1700040E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"353","1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"354","1700040F17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"355","1700040K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"356","1700040L08Rik",0,1,1,0,0,0,0,0,0,0,0,0,0
"357","1700041B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"358","1700041C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"359","1700041G16Rik",1,0,1,1,0,2,1,1,0,1,1,0,2
"360","1700041I07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"361","1700041M05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"362","1700041M19Rik",4.000003,0,0,0,0,2.000003,0,0,1,0,0,0,0
"363","1700042D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"364","1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"365","1700042O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"366","1700042O10Rik",0,0,2,0,1,2,0,0,1,0,2,3,2
"367","1700044C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"368","1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"369","1700045H11Rik",1,4,3,1,1,3,1,3,1,1,3,1,5
"370","1700045I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"371","1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"372","1700047A11Rik",0,0,0,0,0,0,1,0,0,1,1,2,1
"373","1700047E10Rik",1,3.73667,2.83908,1.00618,3.00617,0,0.17008,3.88153,1.00767,0,2.00717,3.02449,2.63274
"374","1700047F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"375","1700047G03Rik",0,0,0,0,1,0,0,0,0,0,1,0,0
"376","1700047G07Rik",0,0,0,0,0,1,0,1.00858,0,1.1299,0,0,2.58476
"377","1700047K16Rik",3,3,3,3,2,1,1,0,2,2,1,4,2
"378","1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"379","1700047M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"380","1700047N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"381","1700047O18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"382","1700048F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"383","1700048M11Rik",2,3,3,5,4,4,3,4,2,3,5,13,4
"384","1700048O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"385","1700048O20Rik",2.56356,8.18461,4.44071,5.2155,14.3301,6.38123,7.58412,6.86775,5.48809,12.362,13.3622,12.6859,11.03126
"386","1700048P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"387","1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"388","1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0
"389","1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0
"390","1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"391","1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"392","1700051A21Rik",0,0,0,1.56268,0,0,0,0,0,0,0,0,0
"393","1700051K13Rik",0,0,1,0,0,0,2,2,0,0,0,0,0
"394","1700051O22Rik",0,0,0,1.03762,0,1,0,0,0,0,1.05305,0,1
"395","1700052H01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"396","1700052I22Rik",0,0,0,0,2,1,0,0,0,0,0,0,0
"397","1700052K11Rik",23.0081,25.1334,32.951,46.5217,41.1387,31.4731,18.826,29.582,54.1755,37.6428,14.7354,45.5507,35.7988
"398","1700054A03Rik",4,1,6,3,0,2,3,3.000003,1,0,2,2,4
"399","1700054K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"400","1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"401","1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"402","1700054O05Rik",0,0,0,1,0,1.0589,1,0,0,1,1,0,1
"403","1700054O19Rik",0.688779,0,0.362131,0.721083,0,0,0,0.486351,0,0,0.565469,1,0.0814124
"404","1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"405","1700055D18Rik",1,4,5,4,6,5.05512,3,5,2,6.37006,5.07286,7.0085,12.00037
"406","1700056E22Rik",0,2,4,4.000002,3,2,3,2,7,0,3,2,4
"407","1700056N10Rik",7,11,9,8,13,17,10,5,4,3,13,13,8
"408","1700057G04Rik",0,1,2,0,2,0,1.0217,4.07234,1,1,2.0692,1,3.04693
"409","1700057H15Rik",0,0,0,0,1,0,0,0,0,0,0,0,1
"410","1700057H21Rik",0,0,1,0,0,0,0,0,0,0,0,0,0
"411","1700058P15Rik",21,13,27,32,41,14,19,15,20,12,26,41,38
"412","1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"413","1700060C20Rik",1,1,0,0,2,1,1,2,1,0,0,0,1
"414","1700060J05Rik",4,3,11.6734,8,1,5.00998,7,2,5,6,4,10,7
"415","1700060O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"416","1700061A03Rik",0,0,0,0,0,0,1,0,1,0,0,1,0
"417","1700061E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"418","1700061E18Rik",1,4,2,2,0,0,1,1,1,0,3,6,2
"419","1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"420","1700061H18Rik",4.01675,3.03606,5.00973,4.03252,3,1,6.0458,2,1.00654,2.04636,6.00608,4.07789,12.02073
"421","1700061I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"422","1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"423","1700061N14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"424","1700062C10Rik",0,1,0,0,0,1.00412,2.1046,2.05196,0,1,0,1,1
"425","1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"426","1700063D05Rik",0,0,3.76946,1.6891,2.4499,5.97955,1,4.26039,4.23258,0,2.8137,6.26925,1.11864
"427","1700063H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"428","1700063H06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"429","1700063I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"430","1700063J08Rik",0,0,0,0,0,0,0,1,1,0,0,1,1
"431","1700063K16Rik",1,2,2,1,1,2,0,1,2,0,0,3,2
"432","1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"433","1700064H15Rik",1,0,0,0,0,0,1,0,0,0,0,0,0
"434","1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"435","1700064M15Rik",0,0,0,0,0,0,0,1,0,0,0,0,0
"436","1700064N11Rik",3,3,3,2,2,6,2,2,3,2,6,10,3
"437","1700065D16Rik",0,0,0,0,1,0,2,0,0,0,0,0,0
"438","1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"439","1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"440","1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"441","1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"442","1700065O20Rik",3,1,1,0,0,1,0,0,1,0,1,2,1
"443","1700066B17Rik",0,0,0,0,0,0,1,0,0,0,0,0,0
"444","1700066C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"445","1700066J03Rik",1,0,2,0,1,2,0,1,1,0,1,4,3
"446","1700066M21Rik",35,36,43,59,51,58,26,34,48,37.99997,36,57,44
"447","1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"448","1700066O22Rik",0,1,1,0,0,0,1,0,2,1,0,0,0
"449","1700067G17Rik",0,0,0,0,1,0,1,0,0,1,0,0,0
"450","1700067K01Rik",15,24.00004,10,10,13,22,8,10,7,11,15,20,13
"451","1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"452","1700069B07Rik",0,0,0,1,0,0,0,0,0,0,1,0,0
"453","1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"454","1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"455","1700071G01Rik",0,1,0,0,0,0,0,0,0,0,0,0,0
"456","1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"457","1700071M16Rik",0,0,0,0,1,0,1,0,1,0,2,0,0
"458","1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"459","1700072G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"460","1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"461","1700073E17Rik",1,2,3,2,0,3,2,0,0,0,0,0,4
"462","1700074A21Rik",0,1,0,0,0,0,0,0,0,0,0,0,0
"463","1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"464","1700080C20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"465","1700080G18Rik",1,0,2,0,9,1,1,0,2,0,3,0,0
"466","1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"467","1700081B01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"468","1700081H04Rik",2,0,2,0,0,1,0,1,1,0,3,1,3
"469","1700081N11Rik",0,0,0,1,0,1,0,1,0,0,1,0,2
"470","1700082M22Rik",68.078,54.1073,50.7334,35.5173,58.0599,43.7319,54.8208,58.5298,41.0794,36.682,62.57696,71.5295,63.4495
"471","1700083H02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"472","1700084C06Rik",2.12338,1.03161,6.32851e-05,0,0,0,0,0,1.01179,0,1.64328,0,0
"473","1700084D21Rik",0,0,1,0,0,0,1.08677,1.29686,1.1264,0,1.11965,1.07441,1.02326
"474","1700084E18Rik",0,3,2,3,1,3,2,0,1,2,2,5,2
"475","1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"476","1700084J12Rik",1,1,2,1,4,0,0,1,2,1,3,1,1.00709
"477","1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"478","1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"479","1700085D07Rik",0,0,1,0,0,0,0,0,0,0,0,0,0
"480","1700085D22Rik",47.1071,48.8749,65.6985,64.913,69.2909,61.2932,48.3333,49.1548,22.8936,32.161,47.6911,90.4037,58.399
"481","1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"482","1700086L19Rik",1.01509,2,1,2,1,1,3,2,2,1,4.999999,0,1
"483","1700086O06Rik",21.251948,13.47081,11.475994,32.3553701,36.423961592,25.594296,14.20928,9,18.40336,15.83397,17.291575,12.130419,24.9999868
"484","1700086P04Rik",0,0,0,0,2,1,0,0,1,3,0,1,2
"485","1700087I21Rik",3.00783,1.00285,1.26505,1.23793,1.15993,1.78765,0,1.06608,0.271733,1.00741,1.3876,6.33664,4.54218
"486","1700087M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"487","1700088E04Rik",15.538081,15.983769,20.46093,13.15738,55.62804,55.16624,13.26883,9.96747,14.182412,16.15737,14.35086,17.25431,18.27162
"488","1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"489","1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"490","1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"491","1700092C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"492","1700092E16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"493","1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"494","1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"495","1700093J21Rik",2,1,1,2,0,0,0,0,0,0,0,0,2
"496","1700093K21Rik",3,2,5,3,7,11,3,3,8,3,3,8,8
"497","1700093P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"498","1700094J05Rik",0,1,0,0,0,0,0,0,0,1,0,0,0
"499","1700094M23Rik",0,1,0,1,0,1,1,1,0,0,0,0,0
"500","1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"501","1700095A13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"502","1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"503","1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"504","1700095J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"505","1700095J07Rik",11.7708,7.26713,4.24342,3.40612,3.49209,3.31392,8.47633,5.03575,4.47716,2.02973,6.66955,3.06496,14.5371
"506","1700095J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"507","1700095K22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"508","1700096J18Rik",2,0,0,0,0,2.56415,0,2.42835,0,0,0,0.843541,0.0950041
"509","1700096K18Rik",47,32,40,45,62.163,43,40.0832,37,42,57,48,50,57
"510","1700097M23Rik",0,0,0,1.00072,0,0,0,0,0,1.00173,0,0,0
"511","1700097N02Rik",3,3.66908,5.20504,13.3209,24.6796,9,0,1,3,4,1,3,5
"512","1700099I09Rik",1,1,3,0,5,3,0,2,2,1,2,5,0
"513","1700100I10Rik",2.00454,2.79285,1.00219,2.77672,2.0265,1.00865,2.00734,5.23323,1.33081,1.0019,1.00235,2.00472,5.01189
"514","1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"515","1700101I11Rik",2.28638,0,1.14694,0,1,4.15031,0,1.14584,0,0,0,1,1
"516","1700101I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"517","1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"518","1700102F20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"519","1700102H20Rik",3.22098,1,2.1075332,4.26707,4.11977,3.1665,0.913386,1,3,2.9999943122,4.54715,1.93439,2.8347
"520","1700102P08Rik",4.999998,13,6,4,10,10,4,3,7,3,11,6,8
"521","1700104B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"522","1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"523","1700105G05Rik",0,1.15074,0,1,2.23285,0,0,0,0,0,1,1.14803,2.12519
"524","1700105P06Rik",1.14649,5.59653,4.55434,3.32791,4.33742,4.3076,3.1902,4.61928,3.54792,5.64424,1.09513,1.04637,9.5408
"525","1700106O07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"526","1700108F19Rik",8,11,6,1,9.0262,21,9,9,5.02908,3,8,15.01776,5.66822
"527","1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"528","1700108N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"529","1700108N11Rik",3.14815,2,7.43736,1,7.30991,7,5.14918,3,2,7.40766,1,6,10
"530","1700109G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"531","1700109G15Rik",0,0,0,0,0,1,0,0,0,0,0,0,0
"532","1700109H08Rik",125.9972,93.99998,61.7792,19.645596,15.999999,27.65946,138.95069,59.999954,24.3982,15.7642,112.2315,45.06998,52.0812
"533","1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"534","1700109K24Rik",1,2,4,7,0,1,5,3,3,1,1,2,7
"535","1700110C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"536","1700110I01Rik",0,3,8.02134e-06,0,0,0,0,0,0.872027,0,0.827263,1,0
"537","1700110I07Rik",3,2,0,0,0,1,0,4,1,0,1,3,1
"538","1700110K17Rik",12.46242,14.57911,11.99998,14.03532,27.07724,20.00005,18.00683,6,8,5,9,18.01177,19.99996
"539","1700111E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"540","1700111N16Rik",0,0,0,0,0,0,0,0,0,0,1,0,0
"541","1700112D23Rik",6,10,7,9,11,12,21,7,10.000004,6,17.000002,7,28
"542","1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"543","1700112J05Rik",2,5,1,1,0,0,0,1,2,3,0,0,2
"544","1700112J16Rik",1,2,2,5.94298,6.040235,4.95511,5.02773,4.82911,4.034865,6.97609,10.24075,3.17313,9.13344
"545","1700112K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"546","1700112L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"547","1700112M02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"548","1700113A16Rik",9.93648,17.61987,16.71175,17.8349,12.85743,39.1782,15.62533,10.521,11.98137,6.20089,15.315649,9.72089,13.06416
"549","1700113B09Rik",0,0,0,0,1,0,0,0,0,0,0,0,0
"550","1700113B19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"551","1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"552","1700116B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"553","1700116H05Rik",0,3.02054,2.05055,1.01091,1.01314,1.0156,1,1.00754,0,1.00585,3.000005,2.02666,3
"554","1700119H24Rik",71,72,36,119,150,87,86,141,26,87,124,40,74
"555","1700119I11Rik",0,0,0,0,0,0,0,0,1,0,0,0,0
"556","1700120B22Rik",1.95165,0,2.30083,0,0,0.778068,2.41588,0,0.715784,0.114659,0,0,0
"557","1700120C14Rik",4.38137,7.21107,4.01504,5.17915,5.26378,7.07667,4.15786,8,5.02681,2.00943,8.3061,6.11062,8.3816
"558","1700120C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"559","1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"560","1700120G07Rik",1,0,2,1,0,0,0,1,0,1,1.17743,1,1
"561","1700120G11Rik",0,1,0,0,0,0,0,0,0,0,0,0,0
"562","1700120K04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"563","1700120O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"564","1700121C08Rik",0,0,0,0,1,0,0,0,0,0,0,0,0
"565","1700121L03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"566","1700121L16Rik",2,0,1,1,0,0,1,0,2,0,2,3,0
"567","1700121N20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"568","1700122C19Rik",3,4.03036,3.02046,4.00312,4.06497,5.08683,1.00075,3.004039,2.00044,2.07283,4.01976,7.00002,4.23092
"569","1700122D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"570","1700122E12Rik",1,0,3,3,1,1,1,2,1,1,1,1,4
"571","1700122H20Rik",1,0,0,0,0,1,0,0,0,0,0.368421,1,0
"572","1700122O11Rik",1,0,0,3,0,0,0,0,0,0,0,1,0
"573","1700123J17Rik",0,0,0,1,0,0,0,1,0,1,0,0,0
"574","1700123K08Rik",0,0,1,0,0,0,0,0,0,0,0,0,0
"575","1700123M08Rik",4.999993,5,5.000032,5.00001,3,1,4,3.01347,2,6,8.47272,6,14
"576","1700123O12Rik",0,0.257758,0,0,0,0,0.68369,0,0,0,0,0,0
"577","1700123O20Rik",563.651,451.28431,502.989,559.70387,593.938,640.208,519.28025,495.8691,469.68454,455.78,502.16719,562.463,490.447
"578","1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"579","1700124L16Rik",2.000005,5.81994,2.999999,5.292452,6,6,1.999999,3,0,1,4.9999968,1.999998,3.50284
"580","1700124M09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"581","1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"582","1700125G22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"583","1700125H03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"584","1700126A01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"585","1700126G02Rik",1.00505,11.0907,4,1.00417,3.00916,7,6.02365,15.0465,14,9.01218,15.05,3.02093,26.0903
"586","1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"587","1700127F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"588","1700128A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"589","1700128E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
"590","1700128F08Rik",0,1,1,0,0,0,0,0,1,1.03539,2.07344,0,0
"591","1700128I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0
